Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
,United Arab Emirates,4/11/20,13,0,4
,Vietnam,4/11/20,16,0,16
Qinghai,Mainland China,4/11/20,18,0,18
,Spain,4/11/20,32,0,2
,Bahrain,4/11/20,41,0,0
,Bahrain,4/11/20,49,0,0
,Kuwait,4/11/20,56,0,0
Xinjiang,Mainland China,4/11/20,76,3,69
,Sweden,4/11/20,94,0,0
Gansu,Mainland China,4/11/20,119,2,87
,Singapore,4/11/20,138,0,78
,Singapore,4/11/20,150,0,78
Hainan,Mainland China,4/11/20,168,6,159
Guangxi,Mainland China,4/11/20,252,2,234
Fujian,China,4/11/20,296,1,295
Hebei,China,4/11/20,318,6,308
Jilin,China,4/11/20,93,1,91
New York,US,4/11/20,525,2,0
Chongqing,China,4/11/20,576,6,570
Jiangsu,China,4/11/20,631,0,631
California,US,4/11/20,698,12,6
,Malaysia,4/11/20,790,2,60
Jiangxi,China,4/11/20,935,1,934
,Portugal,4/11/20,1020,6,5
Henan,China,4/11/20,1273,22,1250
Washington,US,4/12/20,1,0,0
Wisconsin,US,4/12/20,1,0,0
California,US,4/12/20,1,0,0
,Sweden,4/12/20,1,0,0
,Sri Lanka,4/12/20,1,0,1
,Nepal,4/12/20,1,0,0
Tibet,Mainland China,4/12/20,1,0,0
,Finland,4/12/20,1,0,0
"London, ON",Canada,4/12/20,1,0,1
,Belgium,4/12/20,1,0,0
California,US,4/12/20,2,0,0
California,US,4/12/20,2,0,0
California,US,4/12/20,2,0,0
Illinois,US,4/12/20,2,0,2
,Iran,4/12/20,2,2,0
South Australia,Australia,4/12/20,2,0,2
New South Wales,Australia,4/12/20,4,0,4
California,US,4/12/20,5,0,0
Queensland,Australia,4/12/20,5,0,1
British Columbia,Canada,4/12/20,6,0,0
,Kuwait,4/12/20,11,0,0
,Spain,4/12/20,13,0,2
,Vietnam,4/12/20,16,0,16
,Malaysia,4/12/20,23,0,18
Taiwan,Taiwan,4/12/20,39,1,9
,Thailand,4/12/20,42,1,28
,Switzerland,4/12/20,56,0,2
Inner Mongolia,Mainland China,4/12/20,75,1,63
Jilin,Mainland China,4/12/20,93,1,88
,Belgium,4/12/20,109,0,1
Tianjin,Mainland China,4/12/20,136,3,128
Guizhou,Mainland China,4/12/20,146,2,117
,Singapore,4/12/20,150,0,78
Shaanxi,Mainland China,4/12/20,245,1,227
,Qatar,4/12/20,262,0,0
,Belgium,4/12/20,314,3,1
Qinghai,China,4/12/20,18,0,18
Heilongjiang,China,4/12/20,482,13,447
Sichuan,China,4/12/20,539,3,516
Chongqing,China,4/12/20,576,6,570
Diamond Princess,Cruise Ship,4/12/20,696,7,325
Shandong,China,4/12/20,761,7,746
,Japan,4/12/20,924,29,150
Hunan,China,4/12/20,1018,4,1014
Zhejiang,China,4/12/20,1236,1,1219
Arizona,US,4/13/20,1,0,0
California,US,4/13/20,1,0,0
Wisconsin,US,4/13/20,1,0,0
Massachusetts,US,4/13/20,1,0,0
,Sweden,4/13/20,1,0,0
,Sri Lanka,4/13/20,1,0,1
,Nepal,4/13/20,1,0,0
Tibet,Mainland China,4/13/20,1,0,0
,Finland,4/13/20,1,0,1
,Cambodia,4/13/20,1,0,1
,Belgium,4/13/20,1,0,0
California,US,4/13/20,2,0,0
California,US,4/13/20,2,0,0
California,US,4/13/20,2,0,0
,Russia,4/13/20,2,0,2
"Toronto, ON",Canada,4/13/20,2,0,0
Victoria,Australia,4/13/20,4,0,4
New South Wales,Australia,4/13/20,4,0,4
California,US,4/13/20,5,0,0
Queensland,Australia,4/13/20,5,0,1
Macau,Macau,4/13/20,10,0,7
,UK,4/13/20,13,0,8
,Spain,4/13/20,15,0,2
,UK,4/13/20,20,0,8
,Malaysia,4/13/20,25,0,18
Taiwan,Taiwan,4/13/20,40,1,9
,Thailand,4/13/20,43,1,31
,UK,4/13/20,51,0,8
Ningxia,Mainland China,4/13/20,75,0,69
,Norway,4/13/20,87,0,0
,Norway,4/13/20,108,0,0
Shanxi,Mainland China,4/13/20,133,0,126
Tianjin,Mainland China,4/13/20,136,3,128
Guizhou,Mainland China,4/13/20,146,2,123
,Austria,4/13/20,182,0,4
Guangxi,China,4/13/20,252,2,238
,Austria,4/13/20,302,1,4
Macau,China,4/13/20,10,0,10
Beijing,China,4/13/20,437,8,349
Heilongjiang,China,4/13/20,482,13,453
,Malaysia,4/13/20,566,0,42
,Malaysia,4/13/20,673,2,49
California,US,4/13/20,751,13,0
,Malaysia,4/13/20,900,2,75
Anhui,China,4/13/20,990,6,984
,Malaysia,4/13/20,1183,4,114
Washington,US,4/14/20,1,0,0
California,US,4/14/20,1,0,0
California,US,4/14/20,1,0,0
Massachusetts,US,4/14/20,1,0,0
,Sweden,4/14/20,1,0,0
,Sri Lanka,4/14/20,1,0,1
,Nepal,4/14/20,1,0,0
Tibet,Mainland China,4/14/20,1,0,1
"London, ON",Canada,4/14/20,1,0,1
,Cambodia,4/14/20,1,0,1
,Belgium,4/14/20,1,0,0
California,US,4/14/20,2,0,0
California,US,4/14/20,2,0,0
,Spain,4/14/20,2,0,2
,Russia,4/14/20,2,0,2
,India,4/14/20,3,0,3
Victoria,Australia,4/14/20,4,0,4
New South Wales,Australia,4/14/20,4,0,4
New South Wales,Australia,4/14/20,4,0,4
From Diamond Princess,Australia,4/14/20,7,0,0
,United Arab Emirates,4/14/20,13,0,4
,UK,4/14/20,15,0,8
,United Arab Emirates,4/14/20,19,0,5
,UK,4/14/20,23,0,8
,UK,4/14/20,36,0,8
,Switzerland,4/14/20,42,0,0
,Bahrain,4/14/20,49,0,0
,Kuwait,4/14/20,56,0,0
,Netherlands,4/14/20,82,0,0
Hong Kong,Hong Kong,4/14/20,107,2,46
Liaoning,Mainland China,4/14/20,125,1,107
Shanxi,Mainland China,4/14/20,133,0,126
Tianjin,Mainland China,4/14/20,136,3,130
Yunnan,Mainland China,4/14/20,174,2,170
,Austria,4/14/20,246,0,4
Fujian,China,4/14/20,296,1,295
Tibet,China,4/14/20,1,0,1
Shanghai,China,4/14/20,353,3,324
Beijing,China,4/14/20,442,8,353
California,US,4/14/20,557,7,6
Jiangsu,China,4/14/20,631,0,631
Diamond Princess,Cruise Ship,4/14/20,712,7,325
,Portugal,4/14/20,785,3,3
,Japan,4/14/20,963,33,191
,Brazil,4/14/20,1021,15,2
Arizona,US,4/15/20,1,0,0
Washington,US,4/15/20,1,0,0
Wisconsin,US,4/15/20,1,0,0
California,US,4/15/20,1,0,0
Massachusetts,US,4/15/20,1,0,0
,Sweden,4/15/20,1,0,0
,Sri Lanka,4/15/20,1,0,1
,Nepal,4/15/20,1,0,1
,Finland,4/15/20,1,0,1
"London, ON",Canada,4/15/20,1,0,1
,Cambodia,4/15/20,1,0,1
,Belgium,4/15/20,1,0,0
California,US,4/15/20,2,0,0
Illinois,US,4/15/20,2,0,2
,Spain,4/15/20,2,0,2
,Philippines,4/15/20,3,1,1
,India,4/15/20,3,0,3
Victoria,Australia,4/15/20,4,0,4
Victoria,Australia,4/15/20,4,0,4
British Columbia,Canada,4/15/20,7,0,0
Macau,Macau,4/15/20,10,0,7
,United Arab Emirates,4/15/20,13,0,4
Qinghai,Mainland China,4/15/20,18,0,18
,United Arab Emirates,4/15/20,21,0,5
,Malaysia,4/15/20,29,0,18
Taiwan,Taiwan,4/15/20,41,1,12
,Norway,4/15/20,56,0,0
Xinjiang,Mainland China,4/15/20,76,3,70
,Sweden,4/15/20,101,0,0
Gansu,Mainland China,4/15/20,120,2,87
Liaoning,Mainland China,4/15/20,125,1,109
Shanxi,Mainland China,4/15/20,133,0,127
New York,US,4/15/20,173,0,0
Shaanxi,China,4/15/20,245,1,232
,Qatar,4/15/20,262,0,0
,Panama,4/15/20,27,1,0
California,US,4/15/20,340,5,6
,Malaysia,4/15/20,428,0,42
Sichuan,China,4/15/20,539,3,516
Chongqing,China,4/15/20,576,6,570
Jiangsu,China,4/15/20,631,0,631
Shandong,China,4/15/20,761,7,747
Jiangxi,China,4/15/20,935,1,934
Hunan,China,4/15/20,1018,4,1014
Arizona,US,4/16/20,1,0,0
California,US,4/16/20,1,0,0
Wisconsin,US,4/16/20,1,0,0
California,US,4/16/20,1,0,0
Massachusetts,US,4/16/20,1,0,0
,Sweden,4/16/20,1,0,0
,Sri Lanka,4/16/20,1,0,1
Tibet,Mainland China,4/16/20,1,0,1
,Egypt,4/16/20,1,0,0
"London, ON",Canada,4/16/20,1,0,1
,Cambodia,4/16/20,1,0,1
,Belgium,4/16/20,1,0,1
California,US,4/16/20,2,0,0
Illinois,US,4/16/20,2,0,2
South Australia,Australia,4/16/20,2,0,2
,Philippines,4/16/20,3,1,1
,India,4/16/20,3,0,3
"Toronto, ON",Canada,4/16/20,3,0,2
,Spain,4/16/20,6,0,2
From Diamond Princess,Australia,4/16/20,7,0,0
Macau,Macau,4/16/20,10,0,8
,Vietnam,4/16/20,16,0,16
Qinghai,Mainland China,4/16/20,18,0,18
,Switzerland,4/16/20,27,0,0
,UK,4/16/20,40,0,8
,Thailand,4/16/20,43,1,31
,Bahrain,4/16/20,52,0,0
Inner Mongolia,Mainland China,4/16/20,75,1,65
Jilin,Mainland China,4/16/20,93,1,90
Hong Kong,Hong Kong,4/16/20,108,2,51
Gansu,Mainland China,4/16/20,124,2,87
,Austria,4/16/20,131,0,2
Hainan,Mainland China,4/16/20,168,6,159
New York,US,4/16/20,220,0,0
Guangxi,China,4/16/20,252,2,241
Tasmania,Australia,4/16/20,5,0,0
,Qatar,4/16/20,337,0,4
California,US,4/16/20,426,6,6
Heilongjiang,China,4/16/20,482,13,455
Sichuan,China,4/16/20,540,3,520
Chongqing,China,4/16/20,576,6,570
New Jersey,US,4/16/20,742,9,0
New Jersey,US,4/16/20,890,11,0
,Japan,4/16/20,1007,35,232
Washington,US,4/17/20,1,0,0
California,US,4/17/20,1,0,0
Wisconsin,US,4/17/20,1,0,0
California,US,4/17/20,1,0,0
Massachusetts,US,4/17/20,1,0,0
,Sweden,4/17/20,1,0,0
,Nepal,4/17/20,1,0,1
,Finland,4/17/20,1,0,1
,Egypt,4/17/20,1,0,0
"London, ON",Canada,4/17/20,1,0,1
,Cambodia,4/17/20,1,0,1
California,US,4/17/20,2,0,0
California,US,4/17/20,2,0,0
"Toronto, ON",Canada,4/17/20,2,0,2
South Australia,Australia,4/17/20,2,0,2
,Philippines,4/17/20,3,1,1
,India,4/17/20,3,0,3
Queensland,Australia,4/17/20,5,0,1
British Columbia,Canada,4/17/20,7,0,0
From Diamond Princess,Australia,4/17/20,8,0,0
Macau,Macau,4/17/20,10,0,8
,Switzerland,4/17/20,18,0,0
,United Arab Emirates,4/17/20,21,0,5
,Malaysia,4/17/20,29,0,18
Taiwan,Taiwan,4/17/20,42,1,12
,Malaysia,4/17/20,50,0,22
Ningxia,Mainland China,4/17/20,75,0,69
,Malaysia,4/17/20,83,0,22
Jilin,Mainland China,4/17/20,93,1,90
Hong Kong,Hong Kong,4/17/20,114,3,58
Liaoning,Mainland China,4/17/20,125,1,109
,Singapore,4/17/20,160,0,78
,Bahrain,4/17/20,195,0,35
Shaanxi,China,4/17/20,245,2,232
,Croatia,4/17/20,32,0,1
Hebei,China,4/17/20,318,6,310
Shanghai,China,4/17/20,353,3,324
Beijing,China,4/17/20,452,8,360
Heilongjiang,China,4/17/20,482,13,456
Sichuan,China,4/17/20,540,3,525
Diamond Princess,Cruise Ship,4/17/20,712,7,325
,Czechia,4/17/20,833,0,4
,Czechia,4/17/20,995,0,6
Arizona,US,4/18/20,1,0,0
Washington,US,4/18/20,1,0,0
California,US,4/18/20,1,0,0
Wisconsin,US,4/18/20,1,0,0
California,US,4/18/20,1,0,0
Massachusetts,US,4/18/20,1,0,0
,Sri Lanka,4/18/20,1,0,1
Tibet,Mainland China,4/18/20,1,0,1
,Finland,4/18/20,1,0,1
,Egypt,4/18/20,1,0,0
"London, ON",Canada,4/18/20,1,0,1
California,US,4/18/20,2,0,0
California,US,4/18/20,2,0,0
,Russia,4/18/20,2,0,2
"Toronto, ON",Canada,4/18/20,2,0,2
South Australia,Australia,4/18/20,2,0,2
,Philippines,4/18/20,3,1,1
New South Wales,Australia,4/18/20,4,0,4
Queensland,Australia,4/18/20,5,0,1
,Switzerland,4/18/20,8,0,0
From Diamond Princess,Australia,4/18/20,8,0,0
,Vietnam,4/18/20,16,0,16
,Iraq,4/18/20,19,0,0
,Iraq,4/18/20,26,0,0
,Malaysia,4/18/20,36,0,22
,Kuwait,4/18/20,58,0,0
Xinjiang,Mainland China,4/18/20,76,3,71
,Malaysia,4/18/20,93,0,23
,Austria,4/18/20,104,0,0
Gansu,Mainland China,4/18/20,124,2,88
Guizhou,Mainland China,4/18/20,146,2,129
,Singapore,4/18/20,178,0,96
California,US,4/18/20,221,4,6
,Burkina Faso,4/18/20,2,0,0
Fujian,China,4/18/20,296,1,295
,Qatar,4/18/20,401,0,4
,Qatar,4/18/20,439,0,4
Beijing,China,4/18/20,456,8,369
Heilongjiang,China,4/18/20,482,13,459
,Czechia,4/18/20,694,0,3
,Brazil,4/18/20,793,11,2
Anhui,China,4/18/20,990,6,984
Arizona,US,4/19/20,1,0,0
Washington,US,4/19/20,1,0,1
California,US,4/19/20,1,0,0
Wisconsin,US,4/19/20,1,0,0
California,US,4/19/20,1,0,0
,Sweden,4/19/20,1,0,0
,Nepal,4/19/20,1,0,1
Tibet,Mainland China,4/19/20,1,0,1
,Finland,4/19/20,1,0,1
,Egypt,4/19/20,1,0,0
,Belgium,4/19/20,1,0,1
California,US,4/19/20,2,0,0
,Spain,4/19/20,2,0,2
,Russia,4/19/20,2,0,2
"Toronto, ON",Canada,4/19/20,2,0,2
South Australia,Australia,4/19/20,2,0,2
Victoria,Australia,4/19/20,4,0,4
,Iraq,4/19/20,5,0,0
British Columbia,Canada,4/19/20,7,0,3
,Switzerland,4/19/20,8,0,0
,Norway,4/19/20,15,0,0
,Norway,4/19/20,19,0,0
,Norway,4/19/20,25,0,0
,Iraq,4/19/20,32,0,0
,Thailand,4/19/20,43,1,31
,Bahrain,4/19/20,55,0,0
Inner Mongolia,Mainland China,4/19/20,75,1,65
,Bahrain,4/19/20,85,0,4
,Malaysia,4/19/20,99,0,24
,Malaysia,4/19/20,117,0,24
California,US,4/19/20,144,2,2
California,US,4/19/20,177,3,2
,Bahrain,4/19/20,195,0,35
,Albania,4/19/20,33,1,0
Guangxi,China,4/19/20,252,2,243
Hebei,China,4/19/20,318,6,310
Shanghai,China,4/19/20,355,3,325
,Portugal,4/19/20,448,1,3
Beijing,China,4/19/20,469,8,378
,Israel,4/19/20,677,0,11
Shandong,China,4/19/20,762,7,748
Jiangxi,China,4/19/20,935,1,934
Arizona,US,4/20/20,1,0,0
Washington,US,4/20/20,1,0,1
California,US,4/20/20,1,0,0
Wisconsin,US,4/20/20,1,0,0
Massachusetts,US,4/20/20,1,0,0
,Sri Lanka,4/20/20,1,0,1
,Nepal,4/20/20,1,0,1
Tibet,Mainland China,4/20/20,1,0,1
,Finland,4/20/20,1,0,1
,Cambodia,4/20/20,1,0,1
,Belgium,4/20/20,1,0,1
Illinois,US,4/20/20,2,0,2
,Spain,4/20/20,2,0,2
,Russia,4/20/20,2,0,2
,Oman,4/20/20,2,0,0
"Toronto, ON",Canada,4/20/20,3,0,2
New South Wales,Australia,4/20/20,4,0,4
,Iraq,4/20/20,7,0,0
British Columbia,Canada,4/20/20,7,0,3
,Iraq,4/20/20,13,0,0
Qinghai,Mainland China,4/20/20,18,0,18
,United Arab Emirates,4/20/20,21,0,5
,Norway,4/20/20,32,0,0
Taiwan,Taiwan,4/20/20,42,1,12
Washington,US,4/20/20,51,10,1
Ningxia,Mainland China,4/20/20,75,0,71
,Austria,4/20/20,79,0,0
Jilin,Mainland China,4/20/20,93,1,90
Hong Kong,Hong Kong,4/20/20,115,3,59
Tianjin,Mainland China,4/20/20,136,3,131
Yunnan,China,4/20/20,174,2,170
,Singapore,4/20/20,178,0,96
British Columbia,Canada,4/20/20,64,1,4
Shaanxi,China,4/20/20,245,2,232
Fujian,China,4/20/20,296,1,295
,Greece,4/20/20,331,4,8
,Qatar,4/20/20,439,0,4
,Czechia,4/20/20,464,0,3
Jiangsu,China,4/20/20,631,0,631
Diamond Princess,Cruise Ship,4/20/20,712,7,325
,Israel,4/20/20,883,1,36
Arizona,US,4/21/20,1,0,0
California,US,4/21/20,1,0,0
California,US,4/21/20,1,0,0
California,US,4/21/20,1,0,0
,Sweden,4/21/20,1,0,0
,Sri Lanka,4/21/20,1,0,1
,Nepal,4/21/20,1,0,1
Tibet,Mainland China,4/21/20,1,0,1
"London, ON",Canada,4/21/20,1,0,1
,Cambodia,4/21/20,1,0,1
Texas,US,4/21/20,2,0,0
Illinois,US,4/21/20,2,0,2
,Spain,4/21/20,2,0,2
,Russia,4/21/20,2,0,2
,India,4/21/20,3,0,3
Victoria,Australia,4/21/20,4,0,4
,Sweden,4/21/20,7,0,0
,Iraq,4/21/20,7,0,0
,Sweden,4/21/20,12,0,0
,Vietnam,4/21/20,16,0,16
,Austria,4/21/20,18,0,0
,United Arab Emirates,4/21/20,27,0,5
,Netherlands,4/21/20,38,0,0
,Belgium,4/21/20,50,0,1
,Bahrain,4/21/20,60,0,4
Xinjiang,Mainland China,4/21/20,76,3,72
,Bahrain,4/21/20,85,0,4
New York,US,4/21/20,98,0,0
Shanxi,Mainland China,4/21/20,133,0,131
Hainan,China,4/21/20,168,6,159
Yunnan,China,4/21/20,174,2,170
New South Wales,Australia,4/21/20,92,2,4
,Malaysia,4/21/20,238,0,35
Guangxi,China,4/21/20,252,2,243
,Portugal,4/21/20,331,0,3
,Czechia,4/21/20,396,0,3
,Qatar,4/21/20,452,0,4
,Brazil,4/21/20,621,6,2
,Israel,4/21/20,705,0,14
Michigan,US,4/21/20,788,5,0
Washington,US,4/22/20,1,0,1
California,US,4/22/20,1,0,0
Wisconsin,US,4/22/20,1,0,0
Massachusetts,US,4/22/20,1,0,0
,Sweden,4/22/20,1,0,0
,Sri Lanka,4/22/20,1,0,1
,Nepal,4/22/20,1,0,1
,Egypt,4/22/20,1,0,0
"London, ON",Canada,4/22/20,1,0,1
California,US,4/22/20,2,0,0
Texas,US,4/22/20,2,0,0
Illinois,US,4/22/20,2,0,2
,Spain,4/22/20,2,0,2
,Philippines,4/22/20,3,1,1
,Oman,4/22/20,4,0,0
Queensland,Australia,4/22/20,5,0,1
,Sweden,4/22/20,7,0,0
"Toronto, ON",Canada,4/22/20,10,0,2
,Austria,4/22/20,14,0,0
Qinghai,Mainland China,4/22/20,18,0,18
,Netherlands,4/22/20,24,0,0
,Iraq,4/22/20,35,2,0
,Malaysia,4/22/20,50,0,22
,Kuwait,4/22/20,58,0,0
Inner Mongolia,Mainland China,4/22/20,75,1,67
Washington,US,4/22/20,83,17,1
,Bahrain,4/22/20,95,0,14
,Malaysia,4/22/20,129,0,24
,Malaysia,4/22/20,149,0,26
Hainan,China,4/22/20,168,6,160
Victoria,Australia,4/22/20,36,0,8
,Greece,4/22/20,228,3,8
Shaanxi,China,4/22/20,245,2,232
Hebei,China,4/22/20,318,6,310
,Greece,4/22/20,387,5,8
,Portugal,4/22/20,448,2,3
Chongqing,China,4/22/20,576,6,570
,Ireland,4/22/20,683,3,5
,Ireland,4/22/20,785,3,5
Arizona,US,4/23/20,1,0,0
Washington,US,4/23/20,1,0,1
California,US,4/23/20,1,0,0
California,US,4/23/20,1,0,0
Massachusetts,US,4/23/20,1,0,0
,Sweden,4/23/20,1,0,0
,Sri Lanka,4/23/20,1,0,1
,Finland,4/23/20,1,0,1
,Egypt,4/23/20,1,0,0
California,US,4/23/20,2,0,1
California,US,4/23/20,2,0,0
Texas,US,4/23/20,2,0,0
Illinois,US,4/23/20,2,0,2
South Australia,Australia,4/23/20,2,0,2
"Toronto, ON",Canada,4/23/20,3,0,2
"Toronto, ON",Canada,4/23/20,5,0,2
,Norway,4/23/20,6,0,0
Macau,Macau,4/23/20,10,0,8
"Toronto, ON",Canada,4/23/20,14,0,2
,Netherlands,4/23/20,18,0,0
,Austria,4/23/20,21,0,0
,Sweden,4/23/20,35,0,0
,Thailand,4/23/20,47,1,31
Washington,US,4/23/20,58,12,1
Ningxia,Mainland China,4/23/20,75,0,71
New York,US,4/23/20,83,0,0
Jilin,Mainland China,4/23/20,93,1,91
Gansu,Mainland China,4/23/20,125,2,88
Guizhou,China,4/23/20,146,2,133
,Malaysia,4/23/20,149,0,26
Queensland,Australia,4/23/20,35,0,8
,Finland,4/23/20,225,0,1
,Portugal,4/23/20,245,0,2
,Czechia,4/23/20,298,0,3
Shanghai,China,4/23/20,358,3,325
,Israel,4/23/20,433,0,11
,Ireland,4/23/20,557,3,5
Jiangsu,China,4/23/20,631,0,631
Shandong,China,4/23/20,764,7,749
Arizona,US,4/24/20,1,0,0
Texas,US,4/24/20,1,0,0
Wisconsin,US,4/24/20,1,0,0
California,US,4/24/20,1,0,0
Massachusetts,US,4/24/20,1,0,0
,Sweden,4/24/20,1,0,0
Tibet,Mainland China,4/24/20,1,0,1
,Finland,4/24/20,1,0,1
California,US,4/24/20,2,0,1
California,US,4/24/20,2,0,1
California,US,4/24/20,2,0,0
California,US,4/24/20,2,0,0
None,Austria,4/24/20,2,0,0
,Croatia,4/24/20,3,0,0
New South Wales,Australia,4/24/20,4,0,4
Queensland,Australia,4/24/20,5,0,1
Queensland,Australia,4/24/20,9,0,1
,Sweden,4/24/20,14,0,0
"Toronto, ON",Canada,4/24/20,17,0,2
,Sweden,4/24/20,21,0,0
Washington,US,4/24/20,31,9,1
,Austria,4/24/20,55,0,0
Washington,US,4/24/20,71,15,1
Xinjiang,Mainland China,4/24/20,76,3,73
,Denmark,4/24/20,90,0,1
Liaoning,Mainland China,4/24/20,125,1,111
Tianjin,China,4/24/20,136,3,131
Guizhou,China,4/24/20,146,2,137
South Australia,Australia,4/24/20,16,0,3
,Singapore,4/24/20,212,0,105
,Finland,4/24/20,244,0,10
Fujian,China,4/24/20,296,1,295
,Israel,4/24/20,337,0,11
,Greece,4/24/20,418,5,8
Sichuan,China,4/24/20,540,3,536
Illinois,US,4/24/20,585,5,0
Illinois,US,4/24/20,753,6,0
Washington,US,4/25/20,1,0,1
California,US,4/25/20,1,0,0
Wisconsin,US,4/25/20,1,0,0
California,US,4/25/20,1,0,0
Massachusetts,US,4/25/20,1,0,0
,Nepal,4/25/20,1,0,1
Tibet,Mainland China,4/25/20,1,0,1
,Belgium,4/25/20,1,0,1
California,US,4/25/20,2,0,1
California,US,4/25/20,2,0,1
California,US,4/25/20,2,0,1
,Oman,4/25/20,2,0,0
,India,4/25/20,3,0,3
Victoria,Australia,4/25/20,4,0,4
"Toronto, ON",Canada,4/25/20,5,0,2
,Austria,4/25/20,9,0,0
,Israel,4/25/20,10,0,1
,Vietnam,4/25/20,16,0,16
Washington,US,4/25/20,21,6,1
,Austria,4/25/20,29,0,0
Taiwan,Taiwan,4/25/20,44,1,12
,Thailand,4/25/20,48,1,31
,Kuwait,4/25/20,61,0,0
Inner Mongolia,Mainland China,4/25/20,75,1,70
Washington,US,4/25/20,83,17,1
Hong Kong,Hong Kong SAR,4/25/20,120,3,65
Shanxi,China,4/25/20,133,0,131
Tianjin,China,4/25/20,136,3,132
Channel Islands,United Kingdom,4/25/20,2,0,0
,Bahrain,4/25/20,210,0,44
,Czechia,4/25/20,253,0,0
,Finland,4/25/20,277,0,10
,Brazil,4/25/20,321,1,2
,Brazil,4/25/20,372,3,2
Heilongjiang,China,4/25/20,483,13,460
Chongqing,China,4/25/20,576,6,570
,Pakistan,4/25/20,730,3,13
Arizona,US,4/26/20,1,0,0
Texas,US,4/26/20,1,0,0
California,US,4/26/20,1,0,0
Wisconsin,US,4/26/20,1,0,0
California,US,4/26/20,1,0,0
,Sri Lanka,4/26/20,1,0,1
,Nepal,4/26/20,1,0,1
,Cambodia,4/26/20,1,0,1
,Belgium,4/26/20,1,0,1
California,US,4/26/20,2,0,1
California,US,4/26/20,2,0,1
,Russia,4/26/20,2,0,2
,Philippines,4/26/20,3,1,1
,Oman,4/26/20,4,0,0
,Croatia,4/26/20,5,0,0
British Columbia,Canada,4/26/20,8,0,3
,Lebanon,4/26/20,10,0,0
,Sweden,4/26/20,15,0,0
"Toronto, ON",Canada,4/26/20,19,0,2
,India,4/26/20,28,0,3
,Austria,4/26/20,41,0,0
,Greece,4/26/20,45,0,0
New York,US,4/26/20,57,0,0
Ningxia,Mainland China,4/26/20,75,0,71
Xinjiang,Mainland China,4/26/20,76,3,73
,Bahrain,4/26/20,110,0,22
Gansu,China,4/26/20,127,2,88
Shanxi,China,4/26/20,133,0,132
,Philippines,4/26/20,64,5,2
,Israel,4/26/20,193,0,4
,Greece,4/26/20,331,4,8
,Israel,4/26/20,255,0,4
,Finland,4/26/20,321,0,10
Shanghai,China,4/26/20,361,3,326
Beijing,China,4/26/20,480,8,380
Florida,US,4/26/20,563,10,0
Diamond Princess,Cruise Ship,4/26/20,712,8,325
Washington,US,4/27/20,1,0,1
Texas,US,4/27/20,1,0,0
California,US,4/27/20,1,0,0
Wisconsin,US,4/27/20,1,0,0
,Sweden,4/27/20,1,0,0
,Sri Lanka,4/27/20,1,0,1
"London, ON",Canada,4/27/20,1,0,1
,Cambodia,4/27/20,1,0,1
,Belgium,4/27/20,1,0,1
,Afghanistan,4/27/20,1,0,0
Illinois,US,4/27/20,2,0,2
South Australia,Australia,4/27/20,2,0,2
,Austria,4/27/20,3,0,0
New South Wales,Australia,4/27/20,4,0,4
Victoria,Australia,4/27/20,7,0,4
Macau,Macau,4/27/20,10,0,8
Washington,US,4/27/20,14,5,1
Qinghai,Mainland China,4/27/20,18,0,18
,United Arab Emirates,4/27/20,27,0,5
,Iraq,4/27/20,35,2,0
Taiwan,Taiwan,4/27/20,45,1,12
,Iraq,4/27/20,54,4,0
,Greece,4/27/20,73,0,0
Inner Mongolia,Mainland China,4/27/20,75,1,70
Jilin,Mainland China,4/27/20,93,1,91
Hong Kong,China,4/27/20,126,3,65
,Israel,4/27/20,131,0,4
,Nepal,4/27/20,1,0,1
,Czechia,4/27/20,189,0,0
,Singapore,4/27/20,226,0,105
,Slovenia,4/27/20,253,1,0
Hebei,China,4/27/20,318,6,310
,Finland,4/27/20,336,0,10
,Qatar,4/27/20,460,0,4
Michigan,US,4/27/20,552,3,0
,Luxembourg,4/27/20,670,8,0
Arizona,US,4/28/20,1,0,0
Washington,US,4/28/20,1,0,1
Texas,US,4/28/20,1,0,0
California,US,4/28/20,1,0,0
Massachusetts,US,4/28/20,1,0,0
,Sweden,4/28/20,1,0,0
,Egypt,4/28/20,1,0,0
"London, ON",Canada,4/28/20,1,0,1
,Cambodia,4/28/20,1,0,1
,Bahrain,4/28/20,1,0,0
California,US,4/28/20,2,0,0
,Austria,4/28/20,2,0,0
,Croatia,4/28/20,3,0,0
Victoria,Australia,4/28/20,4,0,4
,Israel,4/28/20,7,0,1
,Netherlands,4/28/20,10,0,0
,Lebanon,4/28/20,13,0,0
,Vietnam,4/28/20,16,0,16
,Iceland,4/28/20,26,0,0
,Iceland,4/28/20,34,0,0
,Iceland,4/28/20,50,0,0
,Kuwait,4/28/20,64,0,1
Ningxia,Mainland China,4/28/20,75,0,71
Massachusetts,US,4/28/20,92,0,1
Liaoning,China,4/28/20,125,1,111
Hong Kong,China,4/28/20,129,3,67
,Sri Lanka,4/28/20,6,0,1
,Slovenia,4/28/20,181,1,0
,Slovenia,4/28/20,219,1,0
Guangxi,China,4/28/20,252,2,248
Fujian,China,4/28/20,296,1,295
Hebei,China,4/28/20,318,6,310
,Pakistan,4/28/20,454,2,13
Sichuan,China,4/28/20,541,3,536
,Turkey,4/28/20,670,9,0
Arizona,US,4/29/20,1,0,0
